Image,PSNR (dB),SSIM,Entropy,Edge Preservation (EPI),Correlation Coefficient (CC),NMI,GSSIM,RMSE,MAE
Pytorch_LAB_HYBRID_Fusion_00151.png,16.122,0.56,6.957,0.595,0.48,13.485,0.622,9.829,119.741
Pytorch_LAB_HYBRID_Fusion_00152.png,16.134,0.558,6.968,0.59,0.479,13.494,0.613,9.825,119.079
Pytorch_LAB_HYBRID_Fusion_00153.png,13.386,0.7,5.918,0.702,0.179,11.901,0.789,9.914,120.167
Pytorch_LAB_HYBRID_Fusion_00154.png,13.377,0.7,5.91,0.703,0.175,11.898,0.804,9.931,120.23
Pytorch_LAB_HYBRID_Fusion_00155.png,13.38,0.701,5.909,0.705,0.174,11.905,0.802,9.946,121.337
Pytorch_LAB_HYBRID_Fusion_00156.png,13.423,0.703,5.893,0.709,0.193,11.911,0.8,9.975,120.972
Pytorch_LAB_HYBRID_Fusion_00157.png,14.123,0.688,6.275,0.628,0.123,11.977,0.805,10.391,84.06
Pytorch_LAB_HYBRID_Fusion_00158.png,14.385,0.681,6.35,0.627,0.124,12.063,0.791,10.327,86.471
Pytorch_LAB_HYBRID_Fusion_00159.png,14.683,0.688,6.408,0.623,0.202,12.197,0.82,10.244,83.506
Pytorch_LAB_HYBRID_Fusion_00160.png,14.501,0.676,6.386,0.625,0.155,12.181,0.777,10.242,82.717
Pytorch_LAB_HYBRID_Fusion_00161.png,14.745,0.689,6.329,0.618,0.228,12,0.777,10.219,81.922
Pytorch_LAB_HYBRID_Fusion_00162.png,14.662,0.685,6.332,0.617,0.21,11.982,0.769,10.208,83.625
Pytorch_LAB_HYBRID_Fusion_00163.png,15.282,0.663,6.503,0.609,0.305,12.753,0.737,10.185,85.314
Pytorch_LAB_HYBRID_Fusion_00164.png,15.375,0.672,6.475,0.607,0.305,12.497,0.73,10.246,73.662
Pytorch_LAB_HYBRID_Fusion_00165.png,15.856,0.674,6.501,0.605,0.366,12.608,0.738,10.127,76.088
Pytorch_LAB_HYBRID_Fusion_00166.png,13.454,0.678,6.622,0.763,-0.094,11.982,0.788,10.071,108.61
Pytorch_LAB_HYBRID_Fusion_00167.png,13.478,0.679,6.63,0.762,-0.091,11.968,0.786,10.094,109.051
Pytorch_LAB_HYBRID_Fusion_00168.png,13.477,0.678,6.631,0.765,-0.094,11.934,0.791,10.114,109.015
Pytorch_LAB_HYBRID_Fusion_00169.png,13.467,0.677,6.639,0.764,-0.095,11.924,0.788,10.117,109.285
Pytorch_LAB_HYBRID_Fusion_00170.png,13.395,0.702,6.328,0.747,-0.039,11.727,0.818,9.801,112.613
Pytorch_LAB_HYBRID_Fusion_00171.png,13.316,0.698,6.352,0.749,-0.035,11.688,0.82,9.893,113.475
Pytorch_LAB_HYBRID_Fusion_00172.png,13.292,0.697,6.357,0.75,-0.035,11.685,0.814,9.894,113.258
Pytorch_LAB_HYBRID_Fusion_00173.png,13.291,0.697,6.357,0.751,-0.033,11.689,0.809,9.901,113.238
Pytorch_LAB_HYBRID_Fusion_00174.png,13.271,0.696,6.361,0.753,-0.04,11.686,0.809,9.904,113.247
Pytorch_LAB_HYBRID_Fusion_00175.png,16.56,0.75,5.827,0.712,0.482,10.646,0.741,8.262,111.029
Pytorch_LAB_HYBRID_Fusion_00176.png,16.471,0.744,5.832,0.711,0.464,10.663,0.777,8.248,105.425
Pytorch_LAB_HYBRID_Fusion_00177.png,16.497,0.748,5.812,0.704,0.513,10.617,0.729,8.254,109.477
Pytorch_LAB_HYBRID_Fusion_00178.png,16.845,0.729,5.84,0.698,0.437,10.816,0.741,8.117,103.955
Pytorch_LAB_HYBRID_Fusion_00179.png,17.368,0.741,5.859,0.695,0.479,10.792,0.745,8.293,123.277
Pytorch_LAB_HYBRID_Fusion_00180.png,13.332,0.719,6.189,0.889,-0.573,10.708,0.796,10.299,80.143
Pytorch_LAB_HYBRID_Fusion_00181.png,13.396,0.709,6.155,0.894,-0.573,10.684,0.816,10.209,79.547
Pytorch_LAB_HYBRID_Fusion_00182.png,13.458,0.71,6.178,0.895,-0.564,10.79,0.824,10.217,80.6
Pytorch_LAB_HYBRID_Fusion_00183.png,13.812,0.751,6.245,0.712,-0.411,10.773,0.863,10.412,73.318
Pytorch_LAB_HYBRID_Fusion_00184.png,13.825,0.749,6.272,0.714,-0.431,10.837,0.862,10.425,74.281
Pytorch_LAB_HYBRID_Fusion_00185.png,13.831,0.748,6.266,0.715,-0.434,10.852,0.867,10.441,74.563
Pytorch_LAB_HYBRID_Fusion_00186.png,18.258,0.778,6.328,0.68,0.383,10.954,0.722,10.081,79.098
Pytorch_LAB_HYBRID_Fusion_00187.png,18.707,0.786,6.28,0.68,0.49,10.868,0.724,10.057,74.828
Pytorch_LAB_HYBRID_Fusion_00188.png,18.835,0.788,6.26,0.681,0.521,10.842,0.721,10.057,72.74
Pytorch_LAB_HYBRID_Fusion_00189.png,18.895,0.788,6.271,0.682,0.528,10.831,0.738,10.069,71.78
Pytorch_LAB_HYBRID_Fusion_00190.png,15.35,0.631,6.359,0.604,-0.037,12.301,0.762,9.881,85.12
Pytorch_LAB_HYBRID_Fusion_00191.png,15.233,0.627,6.332,0.604,-0.056,12.268,0.752,9.912,84.07
Pytorch_LAB_HYBRID_Fusion_00192.png,15.247,0.628,6.349,0.605,-0.067,12.266,0.749,9.911,83.829
Pytorch_LAB_HYBRID_Fusion_00193.png,15.264,0.629,6.337,0.606,-0.065,12.232,0.754,9.906,82.987
Pytorch_LAB_HYBRID_Fusion_00194.png,14.402,0.595,6.43,0.603,-0.06,12.209,0.733,9.789,102.765
Pytorch_LAB_HYBRID_Fusion_00195.png,14.387,0.592,6.443,0.597,-0.07,12.236,0.734,9.705,110.832
Pytorch_LAB_HYBRID_Fusion_00196.png,13.536,0.658,6.158,0.636,-0.303,11.28,0.819,10.022,101.05
Pytorch_LAB_HYBRID_Fusion_00197.png,11.972,0.631,6.647,0.667,-0.053,12.411,0.862,10.739,119.723
Pytorch_LAB_HYBRID_Fusion_00198.png,12.123,0.649,6.648,0.677,-0.031,12.402,0.875,10.586,114.727
Pytorch_LAB_HYBRID_Fusion_00199.png,12.013,0.656,6.561,0.691,0.027,12.519,0.893,10.901,110.726
Pytorch_LAB_HYBRID_Fusion_00200.png,12.002,0.657,6.582,0.719,-0.045,12.379,0.885,10.803,110.073
Pytorch_LAB_HYBRID_Fusion_00201.png,12.124,0.643,6.602,0.688,0.028,12.375,0.871,10.859,117.424
Pytorch_LAB_HYBRID_Fusion_00202.png,12.526,0.608,6.9,0.692,0.237,13.097,0.823,10.345,128.812
Pytorch_LAB_HYBRID_Fusion_00203.png,12.59,0.606,6.92,0.685,0.265,13.192,0.807,10.316,125.026
Pytorch_LAB_HYBRID_Fusion_00204.png,12.685,0.607,6.922,0.68,0.284,13.231,0.844,10.244,126.497
Pytorch_LAB_HYBRID_Fusion_00205.png,12.59,0.603,6.907,0.68,0.255,13.201,0.827,10.226,125.005
Pytorch_LAB_HYBRID_Fusion_00206.png,12,0.67,6.708,0.776,0.47,12.581,0.876,10.7,136.93
Pytorch_LAB_HYBRID_Fusion_00207.png,11.356,0.638,6.664,0.727,0.083,12.639,0.866,10.825,132.443
Pytorch_LAB_HYBRID_Fusion_00208.png,11.487,0.624,6.806,0.923,0.409,13.143,0.835,10.545,149.773
Pytorch_LAB_HYBRID_Fusion_00209.png,12.676,0.62,6.61,0.707,-0.007,12.68,0.83,10.294,130.191
Pytorch_LAB_HYBRID_Fusion_00210.png,13.063,0.635,6.798,0.629,0.169,12.03,0.828,10.607,124.545
Pytorch_LAB_HYBRID_Fusion_00211.png,13.051,0.602,6.827,0.615,0.317,12.359,0.824,10.106,121.026
Pytorch_LAB_HYBRID_Fusion_00212.png,12.764,0.629,6.915,0.673,0.371,11.99,0.818,10.779,100.663
Pytorch_LAB_HYBRID_Fusion_00213.png,12.691,0.605,6.972,0.662,0.358,12.25,0.805,10.691,111.112
Pytorch_LAB_HYBRID_Fusion_00214.png,12.054,0.642,6.691,0.651,0.201,11.613,0.86,10.554,108.005
Pytorch_LAB_HYBRID_Fusion_00215.png,12.095,0.64,6.598,0.635,-0.029,11.537,0.86,10.396,101.744
Pytorch_LAB_HYBRID_Fusion_00216.png,12.483,0.629,6.772,0.61,0.109,12.004,0.854,10.606,120.492
Pytorch_LAB_HYBRID_Fusion_00217.png,12.691,0.635,6.78,0.637,0.185,11.809,0.863,10.416,108.422
Pytorch_LAB_HYBRID_Fusion_00218.png,12.531,0.625,6.736,0.662,0.219,12.171,0.846,10.161,110.032
Pytorch_LAB_HYBRID_Fusion_00219.png,12.534,0.627,6.937,0.672,0.474,11.789,0.877,10.625,120.352
Pytorch_LAB_HYBRID_Fusion_00220.png,12.317,0.618,6.913,0.664,0.422,11.963,0.851,10.365,117.242
Pytorch_LAB_HYBRID_Fusion_00221.png,12.25,0.624,6.662,0.632,0.011,12.098,0.862,10.834,112.893
Pytorch_LAB_HYBRID_Fusion_00222.png,11.523,0.637,6.692,0.663,0.024,11.484,0.894,10.828,105.131
Pytorch_LAB_HYBRID_Fusion_00223.png,12.093,0.666,6.733,0.668,0.213,11.651,0.885,10.828,110.505
Pytorch_LAB_HYBRID_Fusion_00224.png,12.264,0.652,6.681,0.628,0.041,11.887,0.879,10.485,107.866
Pytorch_LAB_HYBRID_Fusion_00225.png,11.704,0.671,6.494,0.663,0.144,11.389,0.919,10.754,99.94
Pytorch_LAB_HYBRID_Fusion_00226.png,12.824,0.708,6.552,0.677,-0.066,11.449,0.869,10.653,99.918
Pytorch_LAB_HYBRID_Fusion_00227.png,12.953,0.686,6.632,0.66,0.094,11.904,0.858,10.763,102.63
Pytorch_LAB_HYBRID_Fusion_00228.png,12.83,0.655,6.806,0.645,0.248,11.998,0.848,10.348,104.518
Pytorch_LAB_HYBRID_Fusion_00229.png,13.121,0.66,6.862,0.675,0.121,12.129,0.82,10.905,98.141
Pytorch_LAB_HYBRID_Fusion_00230.png,12.944,0.663,6.754,0.685,0.208,11.852,0.848,10.871,93.189
Pytorch_LAB_HYBRID_Fusion_00231.png,12.587,0.636,6.816,0.671,0.24,11.9,0.85,10.911,99.346
Pytorch_LAB_HYBRID_Fusion_00232.png,13.091,0.667,6.713,0.641,0.18,12.056,0.854,10.6,99.446
Pytorch_LAB_HYBRID_Fusion_00233.png,12.997,0.686,6.493,0.648,0.188,11.564,0.864,10.603,99.17
Pytorch_LAB_HYBRID_Fusion_00234.png,12.98,0.69,6.551,0.654,0.11,11.542,0.856,11.008,93.564
Pytorch_LAB_HYBRID_Fusion_00235.png,12.98,0.638,6.818,0.656,0.353,11.799,0.862,10.7,114.085
Pytorch_LAB_HYBRID_Fusion_00236.png,14.626,0.619,7.2,0.693,0.716,13.092,0.794,9.948,113.63
Pytorch_LAB_HYBRID_Fusion_00237.png,16.517,0.702,7.251,0.679,0.906,12.491,0.85,10.339,116.181
Pytorch_LAB_HYBRID_Fusion_00238.png,16.826,0.739,6.34,0.625,0.494,11.959,0.826,10.478,41.331
Pytorch_LAB_HYBRID_Fusion_00239.png,21.108,0.895,6.525,0.768,0.838,11.496,0.937,9.205,145.437
Pytorch_LAB_HYBRID_Fusion_00240.png,13.013,0.679,6.706,0.691,0.229,11.19,0.856,9.76,92.558
Pytorch_LAB_HYBRID_Fusion_00241.png,12.725,0.696,6.685,0.696,0.233,11.105,0.866,9.5,99.571
Pytorch_LAB_HYBRID_Fusion_00242.png,11.649,0.636,6.711,0.673,0.34,11.353,0.882,10.629,106.62
Pytorch_LAB_HYBRID_Fusion_00243.png,12.282,0.651,6.592,0.661,0.353,11.282,0.88,11.04,109.134
Pytorch_LAB_HYBRID_Fusion_00244.png,10.627,0.601,6.651,0.625,0.029,12.472,0.866,10.594,115.206
Pytorch_LAB_HYBRID_Fusion_00245.png,18.421,0.79,6.29,0.662,0.484,11.763,0.826,10.001,123.541
Pytorch_LAB_HYBRID_Fusion_00246.png,20.217,0.803,6.132,0.624,0.678,11.216,0.778,9.691,48.759
Pytorch_LAB_HYBRID_Fusion_00247.png,17.043,0.783,6.182,0.663,0.587,11.815,0.784,9.885,55.286
Pytorch_LAB_HYBRID_Fusion_00248.png,11.557,0.686,6.271,0.78,0.302,12.314,0.876,10.77,116.062
Pytorch_LAB_HYBRID_Fusion_00249.png,11.913,0.592,6.756,0.622,-0.055,12.815,0.801,10.801,106.764
Pytorch_LAB_HYBRID_Fusion_00250.png,12.678,0.629,6.579,0.674,0.079,12.836,0.801,10.348,118.926
Pytorch_LAB_HYBRID_Fusion_00251.png,12.727,0.638,6.449,0.662,0.001,12.58,0.817,10.403,117.583
Pytorch_LAB_HYBRID_Fusion_00252.png,13.508,0.601,6.605,0.633,0.156,13.386,0.745,10.417,129.031
Pytorch_LAB_HYBRID_Fusion_00253.png,16.422,0.596,7.032,0.606,0.677,13.194,0.728,9.738,88.229
Pytorch_LAB_HYBRID_Fusion_00254.png,22.171,0.867,6.013,0.67,0.552,11.705,0.94,9.069,151.126
Pytorch_LAB_HYBRID_Fusion_00255.png,20.283,0.808,5.887,0.636,0.558,11.9,0.9,9.82,185.404
Pytorch_LAB_HYBRID_Fusion_00256.png,20.079,0.816,6.035,0.645,0.323,12.024,0.901,10.06,156.151
Pytorch_LAB_HYBRID_Fusion_00257.png,13.158,0.571,6.605,0.593,0.007,13.103,0.743,10.526,140.295
Pytorch_LAB_HYBRID_Fusion_00258.png,12.821,0.594,6.461,0.616,0.033,13.068,0.773,10.245,130.392
Pytorch_LAB_HYBRID_Fusion_00259.png,12.986,0.614,6.532,0.602,0.121,13.068,0.807,10.149,137.775
Pytorch_LAB_HYBRID_Fusion_00260.png,13.742,0.582,6.495,0.588,0.278,12.818,0.769,10.128,119.134
Pytorch_LAB_HYBRID_Fusion_00261.png,14.739,0.581,6.685,0.593,0.327,13.331,0.719,10.269,131.8
Pytorch_LAB_HYBRID_Fusion_00262.png,13.707,0.584,6.539,0.618,0.13,13.366,0.703,10.521,117.043
Pytorch_LAB_HYBRID_Fusion_00263.png,16.257,0.645,6.619,0.638,0.222,13.112,0.703,10.383,109.374
Pytorch_LAB_HYBRID_Fusion_00264.png,13.042,0.574,7.015,0.676,0.425,12.768,0.755,10.504,110.828
Pytorch_LAB_HYBRID_Fusion_00265.png,13.949,0.659,6.31,0.625,0.093,12.44,0.8,10.514,105.076
Pytorch_LAB_HYBRID_Fusion_00266.png,12.68,0.609,6.635,0.617,0.121,12.911,0.76,10.152,118.951
Pytorch_LAB_HYBRID_Fusion_00267.png,12.666,0.641,6.469,0.643,0.093,12.246,0.83,10.912,99.675
Pytorch_LAB_HYBRID_Fusion_00268.png,12.857,0.636,6.493,0.645,0.01,11.941,0.813,10.957,94.879
Pytorch_LAB_HYBRID_Fusion_00269.png,12.728,0.633,6.41,0.63,-0.132,11.903,0.84,11.156,94.513
Pytorch_LAB_HYBRID_Fusion_00270.png,12.768,0.623,6.636,0.638,0.05,11.978,0.802,10.808,94.132
Pytorch_LAB_HYBRID_Fusion_00271.png,12.085,0.625,6.561,0.657,0.126,12.674,0.856,10.612,100.727
Pytorch_LAB_HYBRID_Fusion_00272.png,12.435,0.603,6.823,0.654,0.031,12.296,0.83,10.629,99.709
Pytorch_LAB_HYBRID_Fusion_00273.png,12.575,0.568,6.951,0.64,0.113,13,0.778,10.559,120.583
Pytorch_LAB_HYBRID_Fusion_00274.png,13.205,0.562,7.162,0.661,0.444,12.823,0.751,10.465,114.158
Pytorch_LAB_HYBRID_Fusion_00275.png,13.781,0.591,7.208,0.632,0.525,13.11,0.733,10.417,119.61
Pytorch_LAB_HYBRID_Fusion_00276.png,13.372,0.574,7.035,0.623,0.382,13.02,0.726,10.348,114.617
Pytorch_LAB_HYBRID_Fusion_00277.png,12.661,0.591,6.934,0.682,0.257,12.397,0.835,10.654,102.528
Pytorch_LAB_HYBRID_Fusion_00278.png,12.339,0.612,6.728,0.64,0.227,12.25,0.849,10.65,112.61
Pytorch_LAB_HYBRID_Fusion_00279.png,12.893,0.574,7.016,0.612,0.301,12.951,0.779,10.819,131.197
Pytorch_LAB_HYBRID_Fusion_00280.png,13.653,0.663,6.624,0.651,0.153,12.446,0.867,10.752,94.602
Pytorch_LAB_HYBRID_Fusion_00281.png,13.031,0.604,6.724,0.653,0.165,12.543,0.826,10.682,117.932
Pytorch_LAB_HYBRID_Fusion_00282.png,13.254,0.58,6.894,0.612,0.254,12.892,0.806,10.235,121.428
Pytorch_LAB_HYBRID_Fusion_00283.png,17.022,0.637,6.66,0.611,0.562,13.206,0.817,9.686,129.417
Pytorch_LAB_HYBRID_Fusion_00284.png,12.266,0.57,6.688,0.633,0.111,12.4,0.79,10.852,115.032
Pytorch_LAB_HYBRID_Fusion_00285.png,11.736,0.596,6.69,0.657,0.093,12.492,0.841,10.624,109.713
Pytorch_LAB_HYBRID_Fusion_00286.png,12.032,0.562,6.551,0.65,-0.173,12.485,0.787,10.411,122.114
Pytorch_LAB_HYBRID_Fusion_00287.png,13.517,0.578,6.875,0.644,0.261,12.841,0.781,10.31,114.903
Pytorch_LAB_HYBRID_Fusion_00288.png,12.591,0.59,6.639,0.645,-0.038,12.914,0.759,10.401,119.217
Pytorch_LAB_HYBRID_Fusion_00289.png,12.445,0.587,6.646,0.637,-0.059,12.851,0.764,10.366,122.076
Pytorch_LAB_HYBRID_Fusion_00290.png,15.066,0.637,6.828,0.619,0.273,13.035,0.774,10.123,121.741
Pytorch_LAB_HYBRID_Fusion_00291.png,14.554,0.623,6.884,0.602,0.445,12.993,0.813,10.278,79.534
Pytorch_LAB_HYBRID_Fusion_00292.png,13.918,0.669,6.612,0.627,0.035,12.376,0.83,10.609,105.872
Pytorch_LAB_HYBRID_Fusion_00293.png,16.933,0.736,6.725,0.722,0.421,12.012,0.874,10.91,177.173
Pytorch_LAB_HYBRID_Fusion_00294.png,16.84,0.716,6.105,0.77,0.435,11.447,0.856,10.787,203.162
Pytorch_LAB_HYBRID_Fusion_00295.png,17.186,0.755,6.35,0.682,0.261,11.987,0.86,10.38,186.038
Pytorch_LAB_HYBRID_Fusion_00296.png,15.056,0.746,6.36,0.767,-0.161,11.608,0.857,10.05,179.071
Pytorch_LAB_HYBRID_Fusion_00297.png,15.269,0.731,6.284,0.712,-0.085,11.663,0.861,10.557,184.952
Pytorch_LAB_HYBRID_Fusion_00298.png,18.071,0.784,6.545,0.774,0.204,12.15,0.845,9.729,154.811
Pytorch_LAB_HYBRID_Fusion_00299.png,17.721,0.767,6.538,0.774,0.255,12.223,0.834,9.842,176.266
Pytorch_LAB_HYBRID_Fusion_00300.png,14.432,0.678,6.496,0.626,0.134,12.192,0.824,10.064,81.47
AVERAGE,15.74048667,0.710313333,6.57486,0.707566667,0.291536667,12.10901333,0.81325,10.06287333,110.4770467
